"","tail","head","onset","terminus","onset.censored","terminus.censored","duration","id.edge"
"1",1,1,7,16,FALSE,FALSE,9,1
"2",1,2,7,16,FALSE,FALSE,9,2
"3",1,3,7,16,FALSE,FALSE,9,3
"4",2,1,7,16,FALSE,FALSE,9,4
"5",2,2,7,16,FALSE,FALSE,9,5
"6",2,3,7,16,FALSE,FALSE,9,6
"7",3,1,7,16,FALSE,FALSE,9,7
"8",3,2,7,16,FALSE,FALSE,9,8
"9",3,3,7,16,FALSE,FALSE,9,9
"10",1,1,2,16,FALSE,FALSE,14,10
"11",1,3,2,16,FALSE,FALSE,14,11
"12",3,1,2,16,FALSE,FALSE,14,12
"13",3,3,2,16,FALSE,FALSE,14,13
"14",1,1,1,16,FALSE,FALSE,15,14
"15",1,3,1,16,FALSE,FALSE,15,15
"16",3,1,1,16,FALSE,FALSE,15,16
"17",3,3,1,16,FALSE,FALSE,15,17
"18",1,1,3,16,FALSE,FALSE,13,18
"19",1,1,11,16,FALSE,FALSE,5,19
"20",1,3,11,16,FALSE,FALSE,5,20
"21",3,1,11,16,FALSE,FALSE,5,21
"22",3,3,11,16,FALSE,FALSE,5,22
"23",1,1,2,16,FALSE,FALSE,14,23
"24",1,1,15,16,TRUE,FALSE,1,24
"25",1,2,15,16,TRUE,FALSE,1,25
"26",1,3,15,16,TRUE,FALSE,1,26
"27",2,1,15,16,TRUE,FALSE,1,27
"28",2,2,15,16,TRUE,FALSE,1,28
"29",2,3,15,16,TRUE,FALSE,1,29
"30",3,1,15,16,TRUE,FALSE,1,30
"31",3,2,15,16,TRUE,FALSE,1,31
"32",3,3,15,16,TRUE,FALSE,1,32
"33",1,1,9,16,FALSE,FALSE,7,33
"34",1,1,2,16,FALSE,FALSE,14,34
"35",1,3,2,16,FALSE,FALSE,14,35
"36",3,1,2,16,FALSE,FALSE,14,36
"37",3,3,2,16,FALSE,FALSE,14,37
"38",1,1,12,16,FALSE,FALSE,4,38
"39",1,1,12,16,FALSE,FALSE,4,39
"40",1,3,12,16,FALSE,FALSE,4,40
"41",3,1,12,16,FALSE,FALSE,4,41
"42",3,3,12,16,FALSE,FALSE,4,42
"43",1,1,3,16,FALSE,FALSE,13,43
"44",1,3,3,16,FALSE,FALSE,13,44
"45",3,1,3,16,FALSE,FALSE,13,45
"46",3,3,3,16,FALSE,FALSE,13,46
"47",1,1,1,16,FALSE,FALSE,15,47
"48",1,1,6,16,FALSE,FALSE,10,48
"49",1,2,6,16,FALSE,FALSE,10,49
"50",2,1,6,16,FALSE,FALSE,10,50
"51",2,2,6,16,FALSE,FALSE,10,51
"52",1,1,2,16,FALSE,FALSE,14,52
"53",1,1,1,16,FALSE,FALSE,15,53
"54",1,1,2,16,FALSE,FALSE,14,54
"55",1,1,7,16,FALSE,FALSE,9,55
"56",1,1,7,16,FALSE,FALSE,9,56
"57",1,3,7,16,FALSE,FALSE,9,57
"58",3,1,7,16,FALSE,FALSE,9,58
"59",3,3,7,16,FALSE,FALSE,9,59
"60",1,1,7,16,FALSE,FALSE,9,60
"61",1,3,7,16,FALSE,FALSE,9,61
"62",3,1,7,16,FALSE,FALSE,9,62
"63",3,3,7,16,FALSE,FALSE,9,63
"64",1,1,3,16,FALSE,FALSE,13,64
"65",1,4,3,16,FALSE,FALSE,13,65
"66",4,1,3,16,FALSE,FALSE,13,66
"67",4,4,3,16,FALSE,FALSE,13,67
"68",1,1,10,16,FALSE,FALSE,6,68
"69",1,1,7,16,FALSE,FALSE,9,69
"70",1,1,2,16,FALSE,FALSE,14,70
"71",1,3,2,16,FALSE,FALSE,14,71
"72",3,1,2,16,FALSE,FALSE,14,72
"73",3,3,2,16,FALSE,FALSE,14,73
"74",1,1,2,16,FALSE,FALSE,14,74
"75",1,1,12,16,FALSE,FALSE,4,75
"76",1,1,3,16,FALSE,FALSE,13,76
"77",1,1,15,16,TRUE,FALSE,1,77
"78",1,1,3,16,FALSE,FALSE,13,78
"79",1,1,14,16,FALSE,FALSE,2,79
"80",1,8,14,16,FALSE,FALSE,2,80
"81",1,9,14,16,FALSE,FALSE,2,81
"82",1,10,14,16,FALSE,FALSE,2,82
"83",1,11,14,16,FALSE,FALSE,2,83
"84",1,12,14,16,FALSE,FALSE,2,84
"85",8,1,14,16,FALSE,FALSE,2,85
"86",8,8,14,16,FALSE,FALSE,2,86
"87",8,9,14,16,FALSE,FALSE,2,87
"88",8,10,14,16,FALSE,FALSE,2,88
"89",8,11,14,16,FALSE,FALSE,2,89
"90",8,12,14,16,FALSE,FALSE,2,90
"91",9,1,14,16,FALSE,FALSE,2,91
"92",9,8,14,16,FALSE,FALSE,2,92
"93",9,9,14,16,FALSE,FALSE,2,93
"94",9,10,14,16,FALSE,FALSE,2,94
"95",9,11,14,16,FALSE,FALSE,2,95
"96",9,12,14,16,FALSE,FALSE,2,96
"97",10,1,14,16,FALSE,FALSE,2,97
"98",10,8,14,16,FALSE,FALSE,2,98
"99",10,9,14,16,FALSE,FALSE,2,99
"100",10,10,14,16,FALSE,FALSE,2,100
"101",10,11,14,16,FALSE,FALSE,2,101
"102",10,12,14,16,FALSE,FALSE,2,102
"103",11,1,14,16,FALSE,FALSE,2,103
"104",11,8,14,16,FALSE,FALSE,2,104
"105",11,9,14,16,FALSE,FALSE,2,105
"106",11,10,14,16,FALSE,FALSE,2,106
"107",11,11,14,16,FALSE,FALSE,2,107
"108",11,12,14,16,FALSE,FALSE,2,108
"109",12,1,14,16,FALSE,FALSE,2,109
"110",12,8,14,16,FALSE,FALSE,2,110
"111",12,9,14,16,FALSE,FALSE,2,111
"112",12,10,14,16,FALSE,FALSE,2,112
"113",12,11,14,16,FALSE,FALSE,2,113
"114",12,12,14,16,FALSE,FALSE,2,114
"115",1,1,12,16,FALSE,FALSE,4,115
"116",1,1,9,16,FALSE,FALSE,7,116
"117",1,3,9,16,FALSE,FALSE,7,117
"118",3,1,9,16,FALSE,FALSE,7,118
"119",3,3,9,16,FALSE,FALSE,7,119
"120",1,1,11,16,FALSE,FALSE,5,120
"121",1,1,13,16,FALSE,FALSE,3,121
"122",1,1,15,16,TRUE,FALSE,1,122
"123",1,1,4,16,FALSE,FALSE,12,123
"124",1,1,13,16,FALSE,FALSE,3,124
"125",1,3,13,16,FALSE,FALSE,3,125
"126",3,1,13,16,FALSE,FALSE,3,126
"127",3,3,13,16,FALSE,FALSE,3,127
"128",1,1,1,16,FALSE,FALSE,15,128
"129",1,3,1,16,FALSE,FALSE,15,129
"130",3,1,1,16,FALSE,FALSE,15,130
"131",3,3,1,16,FALSE,FALSE,15,131
"132",1,1,1,16,FALSE,FALSE,15,132
"133",1,1,15,16,TRUE,FALSE,1,133
"134",1,3,15,16,TRUE,FALSE,1,134
"135",3,1,15,16,TRUE,FALSE,1,135
"136",3,3,15,16,TRUE,FALSE,1,136
"137",1,1,5,16,FALSE,FALSE,11,137
"138",1,1,2,16,FALSE,FALSE,14,138
"139",1,1,11,16,FALSE,FALSE,5,139
"140",1,1,3,16,FALSE,FALSE,13,140
"141",1,1,13,16,FALSE,FALSE,3,141
"142",1,13,13,16,FALSE,FALSE,3,142
"143",1,14,13,16,FALSE,FALSE,3,143
"144",1,15,13,16,FALSE,FALSE,3,144
"145",1,16,13,16,FALSE,FALSE,3,145
"146",1,17,13,16,FALSE,FALSE,3,146
"147",13,1,13,16,FALSE,FALSE,3,147
"148",13,13,13,16,FALSE,FALSE,3,148
"149",13,14,13,16,FALSE,FALSE,3,149
"150",13,15,13,16,FALSE,FALSE,3,150
"151",13,16,13,16,FALSE,FALSE,3,151
"152",13,17,13,16,FALSE,FALSE,3,152
"153",14,1,13,16,FALSE,FALSE,3,153
"154",14,13,13,16,FALSE,FALSE,3,154
"155",14,14,13,16,FALSE,FALSE,3,155
"156",14,15,13,16,FALSE,FALSE,3,156
"157",14,16,13,16,FALSE,FALSE,3,157
"158",14,17,13,16,FALSE,FALSE,3,158
"159",15,1,13,16,FALSE,FALSE,3,159
"160",15,13,13,16,FALSE,FALSE,3,160
"161",15,14,13,16,FALSE,FALSE,3,161
"162",15,15,13,16,FALSE,FALSE,3,162
"163",15,16,13,16,FALSE,FALSE,3,163
"164",15,17,13,16,FALSE,FALSE,3,164
"165",16,1,13,16,FALSE,FALSE,3,165
"166",16,13,13,16,FALSE,FALSE,3,166
"167",16,14,13,16,FALSE,FALSE,3,167
"168",16,15,13,16,FALSE,FALSE,3,168
"169",16,16,13,16,FALSE,FALSE,3,169
"170",16,17,13,16,FALSE,FALSE,3,170
"171",17,1,13,16,FALSE,FALSE,3,171
"172",17,13,13,16,FALSE,FALSE,3,172
"173",17,14,13,16,FALSE,FALSE,3,173
"174",17,15,13,16,FALSE,FALSE,3,174
"175",17,16,13,16,FALSE,FALSE,3,175
"176",17,17,13,16,FALSE,FALSE,3,176
"177",1,1,1,16,FALSE,FALSE,15,177
"178",1,1,15,16,TRUE,FALSE,1,178
"179",1,1,10,16,FALSE,FALSE,6,179
"180",1,18,10,16,FALSE,FALSE,6,180
"181",1,19,10,16,FALSE,FALSE,6,181
"182",1,20,10,16,FALSE,FALSE,6,182
"183",1,21,10,16,FALSE,FALSE,6,183
"184",18,1,10,16,FALSE,FALSE,6,184
"185",18,18,10,16,FALSE,FALSE,6,185
"186",18,19,10,16,FALSE,FALSE,6,186
"187",18,20,10,16,FALSE,FALSE,6,187
"188",18,21,10,16,FALSE,FALSE,6,188
"189",19,1,10,16,FALSE,FALSE,6,189
"190",19,18,10,16,FALSE,FALSE,6,190
"191",19,19,10,16,FALSE,FALSE,6,191
"192",19,20,10,16,FALSE,FALSE,6,192
"193",19,21,10,16,FALSE,FALSE,6,193
"194",20,1,10,16,FALSE,FALSE,6,194
"195",20,18,10,16,FALSE,FALSE,6,195
"196",20,19,10,16,FALSE,FALSE,6,196
"197",20,20,10,16,FALSE,FALSE,6,197
"198",20,21,10,16,FALSE,FALSE,6,198
"199",21,1,10,16,FALSE,FALSE,6,199
"200",21,18,10,16,FALSE,FALSE,6,200
"201",21,19,10,16,FALSE,FALSE,6,201
"202",21,20,10,16,FALSE,FALSE,6,202
"203",21,21,10,16,FALSE,FALSE,6,203
"204",1,1,15,16,TRUE,FALSE,1,204
"205",1,2,15,16,TRUE,FALSE,1,205
"206",1,3,15,16,TRUE,FALSE,1,206
"207",2,1,15,16,TRUE,FALSE,1,207
"208",2,2,15,16,TRUE,FALSE,1,208
"209",2,3,15,16,TRUE,FALSE,1,209
"210",3,1,15,16,TRUE,FALSE,1,210
"211",3,2,15,16,TRUE,FALSE,1,211
"212",3,3,15,16,TRUE,FALSE,1,212
"213",1,1,14,16,FALSE,FALSE,2,213
"214",1,3,14,16,FALSE,FALSE,2,214
"215",3,1,14,16,FALSE,FALSE,2,215
"216",3,3,14,16,FALSE,FALSE,2,216
"217",1,1,13,16,FALSE,FALSE,3,217
"218",1,1,7,16,FALSE,FALSE,9,218
"219",1,1,7,16,FALSE,FALSE,9,219
"220",1,1,7,16,FALSE,FALSE,9,220
"221",1,3,7,16,FALSE,FALSE,9,221
"222",3,1,7,16,FALSE,FALSE,9,222
"223",3,3,7,16,FALSE,FALSE,9,223
"224",1,1,11,16,FALSE,FALSE,5,224
"225",1,1,4,16,FALSE,FALSE,12,225
"226",1,1,13,16,FALSE,FALSE,3,226
"227",1,3,13,16,FALSE,FALSE,3,227
"228",3,1,13,16,FALSE,FALSE,3,228
"229",3,3,13,16,FALSE,FALSE,3,229
"230",1,1,2,16,FALSE,FALSE,14,230
"231",1,1,10,16,FALSE,FALSE,6,231
"232",1,1,11,16,FALSE,FALSE,5,232
"233",1,1,4,16,FALSE,FALSE,12,233
"234",1,1,4,16,FALSE,FALSE,12,234
"235",1,1,3,16,FALSE,FALSE,13,235
"236",1,22,3,16,FALSE,FALSE,13,236
"237",22,1,3,16,FALSE,FALSE,13,237
"238",22,22,3,16,FALSE,FALSE,13,238
"239",1,1,5,16,FALSE,FALSE,11,239
"240",1,4,5,16,FALSE,FALSE,11,240
"241",4,1,5,16,FALSE,FALSE,11,241
"242",4,4,5,16,FALSE,FALSE,11,242
"243",1,1,8,16,FALSE,FALSE,8,243
"244",1,1,3,16,FALSE,FALSE,13,244
"245",1,1,8,16,FALSE,FALSE,8,245
"246",1,1,15,16,TRUE,FALSE,1,246
"247",1,1,7,16,FALSE,FALSE,9,247
"248",1,1,5,16,FALSE,FALSE,11,248
"249",1,1,15,16,TRUE,FALSE,1,249
"250",1,1,15,16,TRUE,FALSE,1,250
"251",1,3,15,16,TRUE,FALSE,1,251
"252",3,1,15,16,TRUE,FALSE,1,252
"253",3,3,15,16,TRUE,FALSE,1,253
"254",1,1,15,16,TRUE,FALSE,1,254
"255",1,12,15,16,TRUE,FALSE,1,255
"256",12,1,15,16,TRUE,FALSE,1,256
"257",12,12,15,16,TRUE,FALSE,1,257
"258",1,1,12,16,FALSE,FALSE,4,258
"259",1,1,2,16,FALSE,FALSE,14,259
"260",1,3,2,16,FALSE,FALSE,14,260
"261",3,1,2,16,FALSE,FALSE,14,261
"262",3,3,2,16,FALSE,FALSE,14,262
"263",1,1,13,16,FALSE,FALSE,3,263
"264",23,23,14,16,FALSE,FALSE,2,264
"265",23,23,15,16,TRUE,FALSE,1,265
"266",23,14,15,16,TRUE,FALSE,1,266
"267",23,15,15,16,TRUE,FALSE,1,267
"268",23,24,15,16,TRUE,FALSE,1,268
"269",23,25,15,16,TRUE,FALSE,1,269
"270",14,23,15,16,TRUE,FALSE,1,270
"271",14,14,15,16,TRUE,FALSE,1,271
"272",14,15,15,16,TRUE,FALSE,1,272
"273",14,24,15,16,TRUE,FALSE,1,273
"274",14,25,15,16,TRUE,FALSE,1,274
"275",15,23,15,16,TRUE,FALSE,1,275
"276",15,14,15,16,TRUE,FALSE,1,276
"277",15,15,15,16,TRUE,FALSE,1,277
"278",15,24,15,16,TRUE,FALSE,1,278
"279",15,25,15,16,TRUE,FALSE,1,279
"280",24,23,15,16,TRUE,FALSE,1,280
"281",24,14,15,16,TRUE,FALSE,1,281
"282",24,15,15,16,TRUE,FALSE,1,282
"283",24,24,15,16,TRUE,FALSE,1,283
"284",24,25,15,16,TRUE,FALSE,1,284
"285",25,23,15,16,TRUE,FALSE,1,285
"286",25,14,15,16,TRUE,FALSE,1,286
"287",25,15,15,16,TRUE,FALSE,1,287
"288",25,24,15,16,TRUE,FALSE,1,288
"289",25,25,15,16,TRUE,FALSE,1,289
"290",23,23,14,16,FALSE,FALSE,2,290
"291",23,15,14,16,FALSE,FALSE,2,291
"292",23,16,14,16,FALSE,FALSE,2,292
"293",15,23,14,16,FALSE,FALSE,2,293
"294",15,15,14,16,FALSE,FALSE,2,294
"295",15,16,14,16,FALSE,FALSE,2,295
"296",16,23,14,16,FALSE,FALSE,2,296
"297",16,15,14,16,FALSE,FALSE,2,297
"298",16,16,14,16,FALSE,FALSE,2,298
"299",23,23,14,16,FALSE,FALSE,2,299
"300",23,23,13,16,FALSE,FALSE,3,300
"301",23,23,15,16,TRUE,FALSE,1,301
"302",23,23,13,16,FALSE,FALSE,3,302
"303",23,23,12,16,FALSE,FALSE,4,303
"304",23,23,12,16,FALSE,FALSE,4,304
"305",23,13,12,16,FALSE,FALSE,4,305
"306",23,15,12,16,FALSE,FALSE,4,306
"307",23,26,12,16,FALSE,FALSE,4,307
"308",23,16,12,16,FALSE,FALSE,4,308
"309",23,17,12,16,FALSE,FALSE,4,309
"310",13,23,12,16,FALSE,FALSE,4,310
"311",13,13,12,16,FALSE,FALSE,4,311
"312",13,15,12,16,FALSE,FALSE,4,312
"313",13,26,12,16,FALSE,FALSE,4,313
"314",13,16,12,16,FALSE,FALSE,4,314
"315",13,17,12,16,FALSE,FALSE,4,315
"316",15,23,12,16,FALSE,FALSE,4,316
"317",15,13,12,16,FALSE,FALSE,4,317
"318",15,15,12,16,FALSE,FALSE,4,318
"319",15,26,12,16,FALSE,FALSE,4,319
"320",15,16,12,16,FALSE,FALSE,4,320
"321",15,17,12,16,FALSE,FALSE,4,321
"322",26,23,12,16,FALSE,FALSE,4,322
"323",26,13,12,16,FALSE,FALSE,4,323
"324",26,15,12,16,FALSE,FALSE,4,324
"325",26,26,12,16,FALSE,FALSE,4,325
"326",26,16,12,16,FALSE,FALSE,4,326
"327",26,17,12,16,FALSE,FALSE,4,327
"328",16,23,12,16,FALSE,FALSE,4,328
"329",16,13,12,16,FALSE,FALSE,4,329
"330",16,15,12,16,FALSE,FALSE,4,330
"331",16,26,12,16,FALSE,FALSE,4,331
"332",16,16,12,16,FALSE,FALSE,4,332
"333",16,17,12,16,FALSE,FALSE,4,333
"334",17,23,12,16,FALSE,FALSE,4,334
"335",17,13,12,16,FALSE,FALSE,4,335
"336",17,15,12,16,FALSE,FALSE,4,336
"337",17,26,12,16,FALSE,FALSE,4,337
"338",17,16,12,16,FALSE,FALSE,4,338
"339",17,17,12,16,FALSE,FALSE,4,339
"340",23,23,14,16,FALSE,FALSE,2,340
"341",23,23,14,16,FALSE,FALSE,2,341
"342",23,23,12,16,FALSE,FALSE,4,342
"343",23,23,14,16,FALSE,FALSE,2,343
"344",23,23,11,16,FALSE,FALSE,5,344
"345",23,23,14,16,FALSE,FALSE,2,345
"346",23,23,14,16,FALSE,FALSE,2,346
"347",23,23,13,16,FALSE,FALSE,3,347
"348",23,15,13,16,FALSE,FALSE,3,348
"349",15,23,13,16,FALSE,FALSE,3,349
"350",15,15,13,16,FALSE,FALSE,3,350
"351",23,23,11,16,FALSE,FALSE,5,351
"352",23,23,13,16,FALSE,FALSE,3,352
"353",23,23,15,16,TRUE,FALSE,1,353
"354",23,23,12,16,FALSE,FALSE,4,354
"355",23,23,12,16,FALSE,FALSE,4,355
"356",23,23,15,16,TRUE,FALSE,1,356
"357",23,23,15,16,TRUE,FALSE,1,357
"358",23,23,12,16,FALSE,FALSE,4,358
"359",23,23,13,16,FALSE,FALSE,3,359
"360",23,23,15,16,TRUE,FALSE,1,360
"361",23,15,15,16,TRUE,FALSE,1,361
"362",23,16,15,16,TRUE,FALSE,1,362
"363",23,27,15,16,TRUE,FALSE,1,363
"364",23,25,15,16,TRUE,FALSE,1,364
"365",15,23,15,16,TRUE,FALSE,1,365
"366",15,15,15,16,TRUE,FALSE,1,366
"367",15,16,15,16,TRUE,FALSE,1,367
"368",15,27,15,16,TRUE,FALSE,1,368
"369",15,25,15,16,TRUE,FALSE,1,369
"370",16,23,15,16,TRUE,FALSE,1,370
"371",16,15,15,16,TRUE,FALSE,1,371
"372",16,16,15,16,TRUE,FALSE,1,372
"373",16,27,15,16,TRUE,FALSE,1,373
"374",16,25,15,16,TRUE,FALSE,1,374
"375",27,23,15,16,TRUE,FALSE,1,375
"376",27,15,15,16,TRUE,FALSE,1,376
"377",27,16,15,16,TRUE,FALSE,1,377
"378",27,27,15,16,TRUE,FALSE,1,378
"379",27,25,15,16,TRUE,FALSE,1,379
"380",25,23,15,16,TRUE,FALSE,1,380
"381",25,15,15,16,TRUE,FALSE,1,381
"382",25,16,15,16,TRUE,FALSE,1,382
"383",25,27,15,16,TRUE,FALSE,1,383
"384",25,25,15,16,TRUE,FALSE,1,384
"385",23,23,12,16,FALSE,FALSE,4,385
"386",23,23,15,16,TRUE,FALSE,1,386
"387",23,23,13,16,FALSE,FALSE,3,387
"388",23,23,14,16,FALSE,FALSE,2,388
"389",23,23,15,16,TRUE,FALSE,1,389
"390",23,23,15,16,TRUE,FALSE,1,390
"391",23,24,15,16,TRUE,FALSE,1,391
"392",24,23,15,16,TRUE,FALSE,1,392
"393",24,24,15,16,TRUE,FALSE,1,393
"394",23,23,13,16,FALSE,FALSE,3,394
"395",23,23,15,16,TRUE,FALSE,1,395
"396",23,23,14,16,FALSE,FALSE,2,396
"397",23,23,15,16,TRUE,FALSE,1,397
"398",23,15,15,16,TRUE,FALSE,1,398
"399",15,23,15,16,TRUE,FALSE,1,399
"400",15,15,15,16,TRUE,FALSE,1,400
"401",23,23,14,16,FALSE,FALSE,2,401
"402",23,23,12,16,FALSE,FALSE,4,402
"403",23,23,14,16,FALSE,FALSE,2,403
"404",23,23,14,16,FALSE,FALSE,2,404
"405",23,23,12,16,FALSE,FALSE,4,405
"406",23,23,12,16,FALSE,FALSE,4,406
"407",23,23,15,16,TRUE,FALSE,1,407
"408",23,23,13,16,FALSE,FALSE,3,408
"409",23,23,15,16,TRUE,FALSE,1,409
"410",23,23,15,16,TRUE,FALSE,1,410
"411",28,28,2,16,FALSE,FALSE,14,411
"412",28,28,7,16,FALSE,FALSE,9,412
"413",28,28,10,16,FALSE,FALSE,6,413
"414",28,30,10,16,FALSE,FALSE,6,414
"415",30,28,10,16,FALSE,FALSE,6,415
"416",30,30,10,16,FALSE,FALSE,6,416
"417",28,28,15,16,TRUE,FALSE,1,417
"418",28,28,5,16,FALSE,FALSE,11,418
"419",28,28,5,16,FALSE,FALSE,11,419
"420",28,29,5,16,FALSE,FALSE,11,420
"421",29,28,5,16,FALSE,FALSE,11,421
"422",29,29,5,16,FALSE,FALSE,11,422
"423",28,28,1,16,FALSE,FALSE,15,423
"424",28,28,3,16,FALSE,FALSE,13,424
"425",28,28,14,16,FALSE,FALSE,2,425
"426",28,28,6,16,FALSE,FALSE,10,426
"427",28,3,6,16,FALSE,FALSE,10,427
"428",3,28,6,16,FALSE,FALSE,10,428
"429",3,3,6,16,FALSE,FALSE,10,429
"430",28,28,12,16,FALSE,FALSE,4,430
"431",28,28,4,16,FALSE,FALSE,12,431
"432",28,29,4,16,FALSE,FALSE,12,432
"433",29,28,4,16,FALSE,FALSE,12,433
"434",29,29,4,16,FALSE,FALSE,12,434
"435",28,28,11,16,FALSE,FALSE,5,435
"436",28,30,11,16,FALSE,FALSE,5,436
"437",30,28,11,16,FALSE,FALSE,5,437
"438",30,30,11,16,FALSE,FALSE,5,438
"439",28,28,1,16,FALSE,FALSE,15,439
"440",28,29,1,16,FALSE,FALSE,15,440
"441",29,28,1,16,FALSE,FALSE,15,441
"442",29,29,1,16,FALSE,FALSE,15,442
"443",28,28,2,16,FALSE,FALSE,14,443
"444",28,28,6,16,FALSE,FALSE,10,444
"445",28,28,2,16,FALSE,FALSE,14,445
"446",28,28,14,16,FALSE,FALSE,2,446
"447",28,28,4,16,FALSE,FALSE,12,447
"448",28,28,3,16,FALSE,FALSE,13,448
"449",28,28,4,16,FALSE,FALSE,12,449
"450",18,18,6,16,FALSE,FALSE,10,450
"451",18,32,6,16,FALSE,FALSE,10,451
"452",18,33,6,16,FALSE,FALSE,10,452
"453",32,18,6,16,FALSE,FALSE,10,453
"454",32,32,6,16,FALSE,FALSE,10,454
"455",32,33,6,16,FALSE,FALSE,10,455
"456",33,18,6,16,FALSE,FALSE,10,456
"457",33,32,6,16,FALSE,FALSE,10,457
"458",33,33,6,16,FALSE,FALSE,10,458
"459",18,18,7,16,FALSE,FALSE,9,459
"460",18,34,7,16,FALSE,FALSE,9,460
"461",34,18,7,16,FALSE,FALSE,9,461
"462",34,34,7,16,FALSE,FALSE,9,462
"463",18,18,7,16,FALSE,FALSE,9,463
"464",18,18,13,16,FALSE,FALSE,3,464
"465",18,18,8,16,FALSE,FALSE,8,465
"466",18,18,2,16,FALSE,FALSE,14,466
"467",18,18,8,16,FALSE,FALSE,8,467
"468",18,35,8,16,FALSE,FALSE,8,468
"469",35,18,8,16,FALSE,FALSE,8,469
"470",35,35,8,16,FALSE,FALSE,8,470
"471",18,18,9,16,FALSE,FALSE,7,471
"472",18,18,6,16,FALSE,FALSE,10,472
"473",18,19,6,16,FALSE,FALSE,10,473
"474",18,36,6,16,FALSE,FALSE,10,474
"475",18,5,6,16,FALSE,FALSE,10,475
"476",19,18,6,16,FALSE,FALSE,10,476
"477",19,19,6,16,FALSE,FALSE,10,477
"478",19,36,6,16,FALSE,FALSE,10,478
"479",19,5,6,16,FALSE,FALSE,10,479
"480",36,18,6,16,FALSE,FALSE,10,480
"481",36,19,6,16,FALSE,FALSE,10,481
"482",36,36,6,16,FALSE,FALSE,10,482
"483",36,5,6,16,FALSE,FALSE,10,483
"484",5,18,6,16,FALSE,FALSE,10,484
"485",5,19,6,16,FALSE,FALSE,10,485
"486",5,36,6,16,FALSE,FALSE,10,486
"487",5,5,6,16,FALSE,FALSE,10,487
"488",18,18,10,16,FALSE,FALSE,6,488
"489",18,37,10,16,FALSE,FALSE,6,489
"490",37,18,10,16,FALSE,FALSE,6,490
"491",37,37,10,16,FALSE,FALSE,6,491
"492",18,18,15,16,TRUE,FALSE,1,492
"493",18,38,15,16,TRUE,FALSE,1,493
"494",38,18,15,16,TRUE,FALSE,1,494
"495",38,38,15,16,TRUE,FALSE,1,495
"496",18,18,13,16,FALSE,FALSE,3,496
"497",18,39,13,16,FALSE,FALSE,3,497
"498",18,40,13,16,FALSE,FALSE,3,498
"499",39,18,13,16,FALSE,FALSE,3,499
"500",39,39,13,16,FALSE,FALSE,3,500
"501",39,40,13,16,FALSE,FALSE,3,501
"502",40,18,13,16,FALSE,FALSE,3,502
"503",40,39,13,16,FALSE,FALSE,3,503
"504",40,40,13,16,FALSE,FALSE,3,504
"505",18,18,8,16,FALSE,FALSE,8,505
"506",18,35,8,16,FALSE,FALSE,8,506
"507",35,18,8,16,FALSE,FALSE,8,507
"508",35,35,8,16,FALSE,FALSE,8,508
"509",18,18,4,16,FALSE,FALSE,12,509
"510",18,41,4,16,FALSE,FALSE,12,510
"511",18,10,4,16,FALSE,FALSE,12,511
"512",18,3,4,16,FALSE,FALSE,12,512
"513",41,18,4,16,FALSE,FALSE,12,513
"514",41,41,4,16,FALSE,FALSE,12,514
"515",41,10,4,16,FALSE,FALSE,12,515
"516",41,3,4,16,FALSE,FALSE,12,516
"517",10,18,4,16,FALSE,FALSE,12,517
"518",10,41,4,16,FALSE,FALSE,12,518
"519",10,10,4,16,FALSE,FALSE,12,519
"520",10,3,4,16,FALSE,FALSE,12,520
"521",3,18,4,16,FALSE,FALSE,12,521
"522",3,41,4,16,FALSE,FALSE,12,522
"523",3,10,4,16,FALSE,FALSE,12,523
"524",3,3,4,16,FALSE,FALSE,12,524
"525",18,18,14,16,FALSE,FALSE,2,525
"526",18,18,5,16,FALSE,FALSE,11,526
"527",18,42,5,16,FALSE,FALSE,11,527
"528",42,18,5,16,FALSE,FALSE,11,528
"529",42,42,5,16,FALSE,FALSE,11,529
"530",18,18,12,16,FALSE,FALSE,4,530
"531",18,35,12,16,FALSE,FALSE,4,531
"532",35,18,12,16,FALSE,FALSE,4,532
"533",35,35,12,16,FALSE,FALSE,4,533
"534",18,18,4,16,FALSE,FALSE,12,534
"535",18,35,4,16,FALSE,FALSE,12,535
"536",35,18,4,16,FALSE,FALSE,12,536
"537",35,35,4,16,FALSE,FALSE,12,537
"538",43,43,7,16,FALSE,FALSE,9,538
"539",43,44,7,16,FALSE,FALSE,9,539
"540",43,45,7,16,FALSE,FALSE,9,540
"541",43,39,7,16,FALSE,FALSE,9,541
"542",43,46,7,16,FALSE,FALSE,9,542
"543",43,47,7,16,FALSE,FALSE,9,543
"544",43,40,7,16,FALSE,FALSE,9,544
"545",43,48,7,16,FALSE,FALSE,9,545
"546",44,43,7,16,FALSE,FALSE,9,546
"547",44,44,7,16,FALSE,FALSE,9,547
"548",44,45,7,16,FALSE,FALSE,9,548
"549",44,39,7,16,FALSE,FALSE,9,549
"550",44,46,7,16,FALSE,FALSE,9,550
"551",44,47,7,16,FALSE,FALSE,9,551
"552",44,40,7,16,FALSE,FALSE,9,552
"553",44,48,7,16,FALSE,FALSE,9,553
"554",45,43,7,16,FALSE,FALSE,9,554
"555",45,44,7,16,FALSE,FALSE,9,555
"556",45,45,7,16,FALSE,FALSE,9,556
"557",45,39,7,16,FALSE,FALSE,9,557
"558",45,46,7,16,FALSE,FALSE,9,558
