"","from","to"
"5535",46,39
"5536",46,46
"5537",46,40
"5538",46,48
"5539",40,44
"5540",40,45
"5541",40,39
"5542",40,46
"5543",40,40
"5544",40,48
"5545",48,44
"5546",48,45
"5547",48,39
"5548",48,46
"5549",48,40
"5550",48,48
"5551",44,44
"5552",44,45
"5553",44,39
"5554",44,46
"5555",44,40
"5556",44,48
"5557",45,44
"5558",45,45
"5559",45,39
"5560",45,46
"5561",45,40
"5562",45,48
"5563",39,44
"5564",39,45
"5565",39,39
"5566",39,46
"5567",39,40
"5568",39,48
"5569",46,44
"5570",46,45
"5571",46,39
"5572",46,46
"5573",46,40
"5574",46,48
"5575",40,44
"5576",40,45
"5577",40,39
"5578",40,46
"5579",40,40
"5580",40,48
"5581",48,44
"5582",48,45
"5583",48,39
"5584",48,46
"5585",48,40
"5586",48,48
"5587",44,44
"5588",44,45
"5589",44,39
"5590",44,40
"5591",44,48
"5592",45,44
"5593",45,45
"5594",45,39
"5595",45,40
"5596",45,48
"5597",39,44
"5598",39,45
"5599",39,39
"5600",39,40
"5601",39,48
"5602",40,44
"5603",40,45
"5604",40,39
"5605",40,40
"5606",40,48
"5607",48,44
"5608",48,45
"5609",48,39
"5610",48,40
"5611",48,48
"5612",44,44
"5613",44,39
"5614",44,40
"5615",44,48
"5616",39,44
"5617",39,39
"5618",39,40
"5619",39,48
"5620",40,44
"5621",40,39
"5622",40,40
"5623",40,48
"5624",48,44
"5625",48,39
"5626",48,40
"5627",48,48
"5628",44,44
"5629",44,45
"5630",44,39
"5631",44,40
"5632",44,48
"5633",45,44
"5634",45,45
"5635",45,39
"5636",45,40
"5637",45,48
"5638",39,44
"5639",39,45
"5640",39,39
"5641",39,40
"5642",39,48
"5643",40,44
"5644",40,45
"5645",40,39
"5646",40,40
"5647",40,48
"5648",48,44
"5649",48,45
"5650",48,39
"5651",48,40
"5652",48,48
"5653",44,44
"5654",44,45
"5655",44,39
"5656",44,46
"5657",44,40
"5658",44,48
"5659",45,44
"5660",45,45
"5661",45,39
"5662",45,46
"5663",45,40
"5664",45,48
"5665",39,44
"5666",39,45
"5667",39,39
"5668",39,46
"5669",39,40
"5670",39,48
"5671",46,44
"5672",46,45
"5673",46,39
"5674",46,46
"5675",46,40
"5676",46,48
"5677",40,44
"5678",40,45
"5679",40,39
"5680",40,46
"5681",40,40
"5682",40,48
"5683",48,44
"5684",48,45
"5685",48,39
"5686",48,46
"5687",48,40
"5688",48,48
"5689",44,44
"5690",44,45
"5691",44,39
"5692",44,46
"5693",44,40
"5694",44,48
"5695",45,44
"5696",45,45
"5697",45,39
"5698",45,46
"5699",45,40
"5700",45,48
"5701",39,44
"5702",39,45
"5703",39,39
"5704",39,46
"5705",39,40
"5706",39,48
"5707",46,44
"5708",46,45
"5709",46,39
"5710",46,46
"5711",46,40
"5712",46,48
"5713",40,44
"5714",40,45
"5715",40,39
"5716",40,46
"5717",40,40
"5718",40,48
"5719",48,44
"5720",48,45
"5721",48,39
"5722",48,46
"5723",48,40
"5724",48,48
"5725",44,44
"5726",44,45
"5727",44,39
"5728",44,46
"5729",44,40
"5730",44,48
"5731",44,59
"5732",45,44
"5733",45,45
"5734",45,39
"5735",45,46
"5736",45,40
"5737",45,48
"5738",45,59
"5739",39,44
"5740",39,45
"5741",39,39
"5742",39,46
"5743",39,40
"5744",39,48
"5745",39,59
"5746",46,44
"5747",46,45
"5748",46,39
"5749",46,46
"5750",46,40
"5751",46,48
"5752",46,59
"5753",40,44
"5754",40,45
"5755",40,39
"5756",40,46
"5757",40,40
"5758",40,48
"5759",40,59
"5760",48,44
"5761",48,45
"5762",48,39
"5763",48,46
"5764",48,40
"5765",48,48
"5766",48,59
"5767",59,44
"5768",59,45
"5769",59,39
"5770",59,46
"5771",59,40
"5772",59,48
"5773",59,59
"5774",44,44
"5775",44,39
"5776",44,40
"5777",44,48
"5778",39,44
"5779",39,39
"5780",39,40
"5781",39,48
"5782",40,44
"5783",40,39
"5784",40,40
"5785",40,48
"5786",48,44
"5787",48,39
"5788",48,40
"5789",48,48
"5790",44,44
"5791",44,39
"5792",44,40
"5793",44,48
"5794",39,44
"5795",39,39
"5796",39,40
"5797",39,48
"5798",40,44
"5799",40,39
"5800",40,40
"5801",40,48
"5802",48,44
"5803",48,39
"5804",48,40
"5805",48,48
"5806",44,44
"5807",44,39
"5808",44,40
"5809",44,48
"5810",39,44
"5811",39,39
"5812",39,40
"5813",39,48
"5814",40,44
"5815",40,39
"5816",40,40
"5817",40,48
"5818",48,44
"5819",48,39
"5820",48,40
"5821",48,48
"5822",44,44
"5823",44,45
"5824",44,56
"5825",44,57
"5826",44,46
"5827",44,48
"5828",45,44
"5829",45,45
"5830",45,56
"5831",45,57
"5832",45,46
"5833",45,48
"5834",56,44
"5835",56,45
"5836",56,56
"5837",56,57
"5838",56,46
"5839",56,48
"5840",57,44
"5841",57,45
"5842",57,56
"5843",57,57
"5844",57,46
"5845",57,48
"5846",46,44
"5847",46,45
"5848",46,56
"5849",46,57
"5850",46,46
"5851",46,48
"5852",48,44
"5853",48,45
"5854",48,56
"5855",48,57
"5856",48,46
"5857",48,48
"5858",44,44
"5859",44,45
"5860",44,56
"5861",44,57
"5862",44,46
"5863",44,48
"5864",45,44
"5865",45,45
"5866",45,56
"5867",45,57
"5868",45,46
"5869",45,48
"5870",56,44
"5871",56,45
"5872",56,56
"5873",56,57
"5874",56,46
"5875",56,48
"5876",57,44
"5877",57,45
"5878",57,56
"5879",57,57
"5880",57,46
"5881",57,48
"5882",46,44
"5883",46,45
"5884",46,56
"5885",46,57
"5886",46,46
"5887",46,48
"5888",48,44
"5889",48,45
"5890",48,56
"5891",48,57
"5892",48,46
"5893",48,48
"5894",44,44
"5895",44,45
"5896",44,39
"5897",44,40
"5898",44,48
"5899",45,44
"5900",45,45
"5901",45,39
"5902",45,40
"5903",45,48
"5904",39,44
"5905",39,45
"5906",39,39
"5907",39,40
"5908",39,48
"5909",40,44
"5910",40,45
"5911",40,39
"5912",40,40
"5913",40,48
"5914",48,44
"5915",48,45
"5916",48,39
"5917",48,40
"5918",48,48
"5919",44,44
"5920",44,45
"5921",44,39
"5922",44,46
"5923",44,40
"5924",44,48
"5925",45,44
"5926",45,45
"5927",45,39
"5928",45,46
"5929",45,40
"5930",45,48
"5931",39,44
"5932",39,45
"5933",39,39
"5934",39,46
"5935",39,40
"5936",39,48
"5937",46,44
"5938",46,45
"5939",46,39
"5940",46,46
"5941",46,40
"5942",46,48
"5943",40,44
"5944",40,45
"5945",40,39
"5946",40,46
"5947",40,40
"5948",40,48
"5949",48,44
"5950",48,45
"5951",48,39
"5952",48,46
"5953",48,40
"5954",48,48
"5955",44,44
"5956",44,39
"5957",44,46
"5958",44,48
"5959",39,44
"5960",39,39
"5961",39,46
"5962",39,48
"5963",46,44
"5964",46,39
"5965",46,46
"5966",46,48
"5967",48,44
"5968",48,39
"5969",48,46
"5970",48,48
"5971",44,44
"5972",44,39
"5973",44,40
"5974",44,48
"5975",39,44
"5976",39,39
"5977",39,40
"5978",39,48
"5979",40,44
"5980",40,39
"5981",40,40
"5982",40,48
"5983",48,44
"5984",48,39
"5985",48,40
"5986",48,48
"5987",44,44
"5988",44,45
"5989",44,39
"5990",44,46
"5991",44,40
"5992",44,48
"5993",45,44
"5994",45,45
"5995",45,39
"5996",45,46
"5997",45,40
"5998",45,48
"5999",39,44
"6000",39,45
"6001",39,39
"6002",39,46
"6003",39,40
"6004",39,48
"6005",46,44
"6006",46,45
"6007",46,39
"6008",46,46
"6009",46,40
"6010",46,48
"6011",40,44
"6012",40,45
"6013",40,39
"6014",40,46
"6015",40,40
"6016",40,48
"6017",48,44
"6018",48,45
"6019",48,39
"6020",48,46
"6021",48,40
"6022",48,48
"6023",44,44
"6024",44,39
"6025",44,40
"6026",44,48
"6027",39,44
"6028",39,39
"6029",39,40
"6030",39,48
"6031",40,44
"6032",40,39
"6033",40,40
"6034",40,48
"6035",48,44
"6036",48,39
"6037",48,40
"6038",48,48
"6039",44,44
"6040",44,39
"6041",44,40
"6042",44,48
"6043",39,44
"6044",39,39
"6045",39,40
"6046",39,48
"6047",40,44
"6048",40,39
"6049",40,40
"6050",40,48
"6051",48,44
"6052",48,39
"6053",48,40
"6054",48,48
"6055",44,44
"6056",44,39
"6057",44,40
"6058",44,48
"6059",39,44
"6060",39,39
"6061",39,40
"6062",39,48
"6063",40,44
"6064",40,39
"6065",40,40
"6066",40,48
"6067",48,44
"6068",48,39
"6069",48,40
"6070",48,48
"6071",44,44
"6072",44,45
"6073",44,39
"6074",44,40
"6075",44,48
"6076",45,44
"6077",45,45
"6078",45,39
"6079",45,40
"6080",45,48
"6081",39,44
"6082",39,45
"6083",39,39
"6084",39,40
"6085",39,48
"6086",40,44
"6087",40,45
"6088",40,39
"6089",40,40
"6090",40,48
"6091",48,44
"6092",48,45
"6093",48,39
"6094",48,40
"6095",48,48
"6096",44,44
"6097",44,45
"6098",44,39
"6099",44,48
"6100",45,44
"6101",45,45
"6102",45,39
"6103",45,48
"6104",39,44
"6105",39,45
"6106",39,39
"6107",39,48
"6108",48,44
"6109",48,45
"6110",48,39
"6111",48,48
"6112",44,44
"6113",44,45
"6114",44,39
"6115",44,40
"6116",44,48
"6117",45,44
"6118",45,45
"6119",45,39
"6120",45,40
"6121",45,48
"6122",39,44
"6123",39,45
"6124",39,39
"6125",39,40
"6126",39,48
"6127",40,44
"6128",40,45
"6129",40,39
"6130",40,40
"6131",40,48
"6132",48,44
"6133",48,45
"6134",48,39
"6135",48,40
"6136",48,48
"6137",44,44
"6138",44,45
"6139",44,56
"6140",44,57
"6141",44,46
"6142",44,48
"6143",45,44
"6144",45,45
"6145",45,56
"6146",45,57
"6147",45,46
"6148",45,48
"6149",56,44
"6150",56,45
"6151",56,56
"6152",56,57
"6153",56,46
"6154",56,48
"6155",57,44
"6156",57,45
"6157",57,56
"6158",57,57
"6159",57,46
"6160",57,48
"6161",46,44
"6162",46,45
"6163",46,56
"6164",46,57
"6165",46,46
"6166",46,48
"6167",48,44
"6168",48,45
"6169",48,56
"6170",48,57
"6171",48,46
"6172",48,48
"6173",44,44
"6174",44,39
"6175",44,40
"6176",44,48
"6177",39,44
"6178",39,39
"6179",39,40
"6180",39,48
"6181",40,44
"6182",40,39
"6183",40,40
"6184",40,48
"6185",48,44
"6186",48,39
"6187",48,40
"6188",48,48
"6189",44,44
"6190",44,39
"6191",44,40
"6192",44,48
"6193",39,44
"6194",39,39
"6195",39,40
"6196",39,48
"6197",40,44
"6198",40,39
"6199",40,40
"6200",40,48
"6201",48,44
"6202",48,39
"6203",48,40
"6204",48,48
"6205",44,44
"6206",44,45
"6207",44,39
"6208",44,46
"6209",44,40
"6210",44,48
"6211",45,44
"6212",45,45
"6213",45,39
"6214",45,46
"6215",45,40
"6216",45,48
"6217",39,44
"6218",39,45
"6219",39,39
"6220",39,46
"6221",39,40
"6222",39,48
"6223",46,44
"6224",46,45
"6225",46,39
"6226",46,46
"6227",46,40
"6228",46,48
"6229",40,44
"6230",40,45
"6231",40,39
"6232",40,46
"6233",40,40
"6234",40,48
"6235",48,44
"6236",48,45
"6237",48,39
"6238",48,46
"6239",48,40
"6240",48,48
"6241",44,44
"6242",44,45
"6243",44,46
"6244",44,48
"6245",45,44
"6246",45,45
"6247",45,46
"6248",45,48
"6249",46,44
"6250",46,45
"6251",46,46
"6252",46,48
"6253",48,44
"6254",48,45
"6255",48,46
"6256",48,48
"6257",44,44
"6258",44,45
"6259",44,39
"6260",44,46
"6261",44,40
"6262",44,48
"6263",45,44
"6264",45,45
"6265",45,39
"6266",45,46
"6267",45,40
"6268",45,48
"6269",39,44
"6270",39,45
"6271",39,39
"6272",39,46
"6273",39,40
"6274",39,48
"6275",46,44
"6276",46,45
"6277",46,39
"6278",46,46
"6279",46,40
"6280",46,48
"6281",40,44
"6282",40,45
"6283",40,39
"6284",40,46
"6285",40,40
"6286",40,48
"6287",48,44
"6288",48,45
"6289",48,39
"6290",48,46
"6291",48,40
"6292",48,48
"6293",44,44
"6294",44,39
"6295",44,40
"6296",44,48
"6297",39,44
"6298",39,39
"6299",39,40
"6300",39,48
"6301",40,44
"6302",40,39
"6303",40,40
"6304",40,48
"6305",48,44
"6306",48,39
"6307",48,40
"6308",48,48
"6309",44,44
"6310",44,45
"6311",44,39
"6312",44,46
"6313",44,40
"6314",44,48
"6315",45,44
"6316",45,45
"6317",45,39
"6318",45,46
"6319",45,40
"6320",45,48
"6321",39,44
"6322",39,45
"6323",39,39
"6324",39,46
"6325",39,40
"6326",39,48
"6327",46,44
"6328",46,45
"6329",46,39
"6330",46,46
"6331",46,40
"6332",46,48
"6333",40,44
"6334",40,45
"6335",40,39
"6336",40,46
"6337",40,40
"6338",40,48
"6339",48,44
"6340",48,45
"6341",48,39
"6342",48,46
"6343",48,40
"6344",48,48
"6345",44,44
"6346",44,45
"6347",44,56
"6348",44,57
"6349",44,46
"6350",44,48
"6351",45,44
"6352",45,45
"6353",45,56
"6354",45,57
"6355",45,46
"6356",45,48
"6357",56,44
"6358",56,45
"6359",56,56
"6360",56,57
"6361",56,46
"6362",56,48
"6363",57,44
"6364",57,45
"6365",57,56
"6366",57,57
"6367",57,46
"6368",57,48
"6369",46,44
"6370",46,45
"6371",46,56
"6372",46,57
"6373",46,46
"6374",46,48
"6375",48,44
"6376",48,45
"6377",48,56
"6378",48,57
"6379",48,46
"6380",48,48
"6381",44,44
"6382",44,39
"6383",44,40
"6384",44,48
"6385",39,44
"6386",39,39
"6387",39,40
"6388",39,48
"6389",40,44
"6390",40,39
"6391",40,40
"6392",40,48
"6393",48,44
"6394",48,39
"6395",48,40
"6396",48,48
"6397",44,44
"6398",44,45
"6399",44,39
"6400",44,46
"6401",44,40
"6402",44,48
"6403",45,44
"6404",45,45
"6405",45,39
"6406",45,46
"6407",45,40
"6408",45,48
"6409",39,44
"6410",39,45
"6411",39,39
"6412",39,46
"6413",39,40
"6414",39,48
"6415",46,44
"6416",46,45
"6417",46,39
"6418",46,46
"6419",46,40
"6420",46,48
"6421",40,44
"6422",40,45
"6423",40,39
"6424",40,46
"6425",40,40
"6426",40,48
"6427",48,44
"6428",48,45
"6429",48,39
"6430",48,46
"6431",48,40
"6432",48,48
"6433",44,44
"6434",44,39
"6435",44,40
"6436",44,48
"6437",39,44
"6438",39,39
"6439",39,40
"6440",39,48
"6441",40,44
"6442",40,39
"6443",40,40
"6444",40,48
"6445",48,44
"6446",48,39
"6447",48,40
"6448",48,48
"6449",44,44
"6450",44,45
"6451",44,39
"6452",44,40
"6453",44,48
"6454",45,44
"6455",45,45
"6456",45,39
"6457",45,40
"6458",45,48
"6459",39,44
"6460",39,45
"6461",39,39
"6462",39,40
"6463",39,48
"6464",40,44
"6465",40,45
"6466",40,39
"6467",40,40
"6468",40,48
"6469",48,44
"6470",48,45
"6471",48,39
"6472",48,40
"6473",48,48
"6474",44,44
"6475",44,39
"6476",44,40
"6477",44,48
"6478",39,44
"6479",39,39
"6480",39,40
"6481",39,48
"6482",40,44
"6483",40,39
"6484",40,40
"6485",40,48
"6486",48,44
"6487",48,39
"6488",48,40
"6489",48,48
"6490",44,44
"6491",44,39
"6492",44,40
"6493",44,48
"6494",39,44
"6495",39,39
"6496",39,40
"6497",39,48
"6498",40,44
"6499",40,39
"6500",40,40
"6501",40,48
"6502",48,44
"6503",48,39
"6504",48,40
"6505",48,48
"6506",44,44
"6507",44,45
"6508",44,39
"6509",44,46
"6510",44,40
"6511",44,48
"6512",45,44
"6513",45,45
"6514",45,39
"6515",45,46
"6516",45,40
"6517",45,48
"6518",39,44
"6519",39,45
"6520",39,39
"6521",39,46
"6522",39,40
"6523",39,48
"6524",46,44
"6525",46,45
"6526",46,39
"6527",46,46
"6528",46,40
"6529",46,48
"6530",40,44
"6531",40,45
"6532",40,39
"6533",40,46
"6534",40,40
"6535",40,48
"6536",48,44
"6537",48,45
"6538",48,39
"6539",48,46
"6540",48,40
"6541",48,48
"6542",44,44
"6543",44,45
"6544",44,39
"6545",44,40
"6546",44,48
"6547",45,44
"6548",45,45
"6549",45,39
"6550",45,40
"6551",45,48
"6552",39,44
"6553",39,45
"6554",39,39
"6555",39,40
"6556",39,48
"6557",40,44
"6558",40,45
"6559",40,39
"6560",40,40
"6561",40,48
"6562",48,44
"6563",48,45
"6564",48,39
"6565",48,40
"6566",48,48
"6567",44,44
"6568",44,39
"6569",44,40
"6570",44,48
"6571",39,44
"6572",39,39
"6573",39,40
"6574",39,48
"6575",40,44
"6576",40,39
"6577",40,40
"6578",40,48
"6579",48,44
"6580",48,39
"6581",48,40
"6582",48,48
"6583",44,44
"6584",44,45
"6585",44,39
"6586",44,46
"6587",44,40
"6588",44,48
"6589",45,44
"6590",45,45
"6591",45,39
"6592",45,46
"6593",45,40
"6594",45,48
"6595",39,44
"6596",39,45
"6597",39,39
"6598",39,46
"6599",39,40
"6600",39,48
"6601",46,44
"6602",46,45
"6603",46,39
"6604",46,46
"6605",46,40
"6606",46,48
"6607",40,44
"6608",40,45
"6609",40,39
"6610",40,46
"6611",40,40
"6612",40,48
"6613",48,44
"6614",48,45
"6615",48,39
"6616",48,46
"6617",48,40
"6618",48,48
"6619",44,44
"6620",44,39
"6621",44,40
"6622",44,48
"6623",39,44
"6624",39,39
"6625",39,40
"6626",39,48
"6627",40,44
"6628",40,39
"6629",40,40
"6630",40,48
"6631",48,44
"6632",48,39
"6633",48,40
"6634",48,48
"6635",44,44
"6636",44,39
"6637",44,40
"6638",44,48
"6639",39,44
"6640",39,39
"6641",39,40
"6642",39,48
"6643",40,44
"6644",40,39
"6645",40,40
"6646",40,48
"6647",48,44
"6648",48,39
"6649",48,40
"6650",48,48
"6651",44,44
"6652",44,45
"6653",44,39
"6654",44,40
"6655",44,48
"6656",45,44
"6657",45,45
"6658",45,39
"6659",45,40
"6660",45,48
"6661",39,44
"6662",39,45
"6663",39,39
"6664",39,40
"6665",39,48
"6666",40,44
"6667",40,45
"6668",40,39
"6669",40,40
"6670",40,48
"6671",48,44
"6672",48,45
"6673",48,39
"6674",48,40
"6675",48,48
"6676",44,44
"6677",44,39
"6678",44,40
"6679",44,48
"6680",39,44
"6681",39,39
"6682",39,40
"6683",39,48
"6684",40,44
"6685",40,39
"6686",40,40
"6687",40,48
"6688",48,44
"6689",48,39
"6690",48,40
"6691",48,48
"6692",44,44
"6693",44,45
"6694",44,56
"6695",44,57
"6696",44,46
"6697",44,48
"6698",45,44
"6699",45,45
"6700",45,56
"6701",45,57
"6702",45,46
"6703",45,48
"6704",56,44
"6705",56,45
"6706",56,56
"6707",56,57
"6708",56,46
"6709",56,48
"6710",57,44
"6711",57,45
"6712",57,56
"6713",57,57
"6714",57,46
"6715",57,48
"6716",46,44
"6717",46,45
"6718",46,56
"6719",46,57
"6720",46,46
"6721",46,48
"6722",48,44
"6723",48,45
"6724",48,56
"6725",48,57
"6726",48,46
"6727",48,48
"6728",44,44
"6729",44,39
"6730",44,40
"6731",44,48
"6732",39,44
"6733",39,39
"6734",39,40
"6735",39,48
"6736",40,44
"6737",40,39
"6738",40,40
"6739",40,48
"6740",48,44
"6741",48,39
"6742",48,40
"6743",48,48
"6744",44,44
"6745",44,39
"6746",44,40
"6747",44,48
"6748",39,44
"6749",39,39
"6750",39,40
"6751",39,48
"6752",40,44
"6753",40,39
"6754",40,40
"6755",40,48
"6756",48,44
"6757",48,39
"6758",48,40
"6759",48,48
"6760",44,44
"6761",44,39
"6762",44,40
"6763",44,48
"6764",39,44
"6765",39,39
"6766",39,40
"6767",39,48
"6768",40,44
"6769",40,39
"6770",40,40
"6771",40,48
"6772",48,44
"6773",48,39
"6774",48,40
"6775",48,48
"6776",44,44
"6777",44,39
"6778",44,40
"6779",44,48
"6780",39,44
"6781",39,39
"6782",39,40
"6783",39,48
"6784",40,44
"6785",40,39
"6786",40,40
"6787",40,48
"6788",48,44
"6789",48,39
"6790",48,40
"6791",48,48
"6792",44,44
"6793",44,45
"6794",44,56
"6795",44,57
"6796",44,46
"6797",44,48
"6798",45,44
"6799",45,45
"6800",45,56
"6801",45,57
"6802",45,46
"6803",45,48
"6804",56,44
"6805",56,45
"6806",56,56
"6807",56,57
"6808",56,46
"6809",56,48
"6810",57,44
"6811",57,45
"6812",57,56
"6813",57,57
"6814",57,46
"6815",57,48
"6816",46,44
"6817",46,45
"6818",46,56
"6819",46,57
"6820",46,46
"6821",46,48
"6822",48,44
"6823",48,45
"6824",48,56
"6825",48,57
"6826",48,46
"6827",48,48
"6828",44,44
"6829",44,39
"6830",44,40
"6831",44,48
"6832",39,44
"6833",39,39
"6834",39,40
"6835",39,48
"6836",40,44
"6837",40,39
"6838",40,40
"6839",40,48
"6840",48,44
"6841",48,39
"6842",48,40
"6843",48,48
"6844",44,44
"6845",44,39
"6846",44,40
"6847",44,48
"6848",39,44
"6849",39,39
"6850",39,40
"6851",39,48
"6852",40,44
"6853",40,39
"6854",40,40
"6855",40,48
"6856",48,44
"6857",48,39
"6858",48,40
"6859",48,48
"6860",44,44
"6861",44,39
"6862",44,40
"6863",44,48
"6864",39,44
"6865",39,39
"6866",39,40
"6867",39,48
"6868",40,44
"6869",40,39
"6870",40,40
"6871",40,48
"6872",48,44
"6873",48,39
"6874",48,40
"6875",48,48
"6876",44,44
"6877",44,45
"6878",44,39
"6879",44,46
"6880",44,40
"6881",44,48
"6882",45,44
"6883",45,45
"6884",45,39
"6885",45,46
"6886",45,40
"6887",45,48
"6888",39,44
"6889",39,45
"6890",39,39
"6891",39,46
"6892",39,40
"6893",39,48
"6894",46,44
"6895",46,45
"6896",46,39
"6897",46,46
"6898",46,40
"6899",46,48
"6900",40,44
"6901",40,45
"6902",40,39
"6903",40,46
"6904",40,40
"6905",40,48
"6906",48,44
"6907",48,45
"6908",48,39
"6909",48,46
"6910",48,40
"6911",48,48
"6912",44,44
"6913",44,45
"6914",44,46
"6915",44,48
"6916",45,44
"6917",45,45
"6918",45,46
"6919",45,48
"6920",46,44
"6921",46,45
"6922",46,46
"6923",46,48
"6924",48,44
"6925",48,45
"6926",48,46
"6927",48,48
"6928",44,44
"6929",44,45
"6930",44,55
"6931",44,56
"6932",44,57
"6933",44,46
"6934",45,44
"6935",45,45
"6936",45,55
"6937",45,56
"6938",45,57
"6939",45,46
"6940",55,44
"6941",55,45
"6942",55,55
"6943",55,56
"6944",55,57
"6945",55,46
"6946",56,44
"6947",56,45
"6948",56,55
"6949",56,56
"6950",56,57
"6951",56,46
"6952",57,44
"6953",57,45
"6954",57,55
"6955",57,56
"6956",57,57
"6957",57,46
"6958",46,44
"6959",46,45
"6960",46,55
"6961",46,56
"6962",46,57
"6963",46,46
"6964",44,44
"6965",44,39
"6966",44,40
"6967",44,48
"6968",39,44
"6969",39,39
"6970",39,40
"6971",39,48
"6972",40,44
"6973",40,39
"6974",40,40
"6975",40,48
"6976",48,44
"6977",48,39
"6978",48,40
"6979",48,48
"6980",44,44
"6981",44,45
"6982",44,56
"6983",44,57
"6984",44,46
"6985",44,48
"6986",45,44
"6987",45,45
"6988",45,56
"6989",45,57
"6990",45,46
"6991",45,48
"6992",56,44
"6993",56,45
"6994",56,56
"6995",56,57
"6996",56,46
"6997",56,48
"6998",57,44
"6999",57,45
"7000",57,56
"7001",57,57
"7002",57,46
"7003",57,48
"7004",46,44
"7005",46,45
"7006",46,56
"7007",46,57
"7008",46,46
"7009",46,48
"7010",48,44
"7011",48,45
"7012",48,56
"7013",48,57
"7014",48,46
"7015",48,48
"7016",44,44
"7017",44,45
"7018",44,56
"7019",44,57
"7020",44,46
"7021",44,48
"7022",45,44
"7023",45,45
"7024",45,56
"7025",45,57
"7026",45,46
"7027",45,48
"7028",56,44
"7029",56,45
"7030",56,56
"7031",56,57
"7032",56,46
"7033",56,48
"7034",57,44
"7035",57,45
"7036",57,56
"7037",57,57
"7038",57,46
"7039",57,48
"7040",46,44
"7041",46,45
"7042",46,56
"7043",46,57
"7044",46,46
"7045",46,48
"7046",48,44
"7047",48,45
"7048",48,56
"7049",48,57
"7050",48,46
"7051",48,48
"7052",44,44
"7053",44,45
"7054",44,39
"7055",44,46
"7056",44,40
"7057",44,48
"7058",45,44
"7059",45,45
"7060",45,39
"7061",45,46
"7062",45,40
"7063",45,48
"7064",39,44
"7065",39,45
"7066",39,39
"7067",39,46
"7068",39,40
"7069",39,48
"7070",46,44
"7071",46,45
"7072",46,39
"7073",46,46
"7074",46,40
"7075",46,48
"7076",40,44
"7077",40,45
"7078",40,39
"7079",40,46
"7080",40,40
"7081",40,48
"7082",48,44
"7083",48,45
"7084",48,39
"7085",48,46
"7086",48,40
"7087",48,48
"7088",44,44
"7089",44,45
"7090",44,39
"7091",44,40
"7092",44,48
"7093",45,44
"7094",45,45
"7095",45,39
"7096",45,40
"7097",45,48
"7098",39,44
"7099",39,45
"7100",39,39
"7101",39,40
"7102",39,48
"7103",40,44
"7104",40,45
"7105",40,39
"7106",40,40
"7107",40,48
"7108",48,44
"7109",48,45
"7110",48,39
"7111",48,40
"7112",48,48
"7113",44,44
"7114",44,45
"7115",44,55
"7116",44,56
"7117",44,57
"7118",44,46
"7119",44,48
"7120",45,44
"7121",45,45
"7122",45,55
"7123",45,56
"7124",45,57
"7125",45,46
"7126",45,48
"7127",55,44
"7128",55,45
"7129",55,55
"7130",55,56
"7131",55,57
"7132",55,46
"7133",55,48
"7134",56,44
"7135",56,45
"7136",56,55
"7137",56,56
"7138",56,57
"7139",56,46
"7140",56,48
"7141",57,44
"7142",57,45
"7143",57,55
"7144",57,56
"7145",57,57
"7146",57,46
"7147",57,48
"7148",46,44
"7149",46,45
"7150",46,55
"7151",46,56
"7152",46,57
"7153",46,46
"7154",46,48
"7155",48,44
"7156",48,45
"7157",48,55
"7158",48,56
"7159",48,57
"7160",48,46
"7161",48,48
"7162",44,44
"7163",44,45
"7164",44,56
"7165",44,46
"7166",44,48
"7167",45,44
"7168",45,45
"7169",45,56
"7170",45,46
"7171",45,48
"7172",56,44
"7173",56,45
"7174",56,56
"7175",56,46
"7176",56,48
"7177",46,44
"7178",46,45
"7179",46,56
"7180",46,46
"7181",46,48
"7182",48,44
"7183",48,45
"7184",48,56
"7185",48,46
"7186",48,48
"7187",60,60
"7188",60,47
"7189",60,62
"7190",60,61
"7191",47,60
"7192",47,47
"7193",47,62
"7194",47,61
"7195",62,60
"7196",62,47
"7197",62,62
"7198",62,61
"7199",61,60
"7200",61,47
"7201",61,62
"7202",61,61
"7203",60,60
"7204",60,53
"7205",60,47
"7206",60,62
"7207",60,61
"7208",60,63
"7209",53,60
"7210",53,53
"7211",53,47
"7212",53,62
"7213",53,61
"7214",53,63
"7215",47,60
"7216",47,53
"7217",47,47
"7218",47,62
"7219",47,61
"7220",47,63
"7221",62,60
"7222",62,53
"7223",62,47
"7224",62,62
"7225",62,61
"7226",62,63
"7227",61,60
"7228",61,53
"7229",61,47
"7230",61,62
"7231",61,61
"7232",61,63
"7233",63,60
"7234",63,53
"7235",63,47
"7236",63,62
"7237",63,61
"7238",63,63
"7239",60,60
"7240",60,47
"7241",60,61
"7242",47,60
"7243",47,47
"7244",47,61
"7245",61,60
"7246",61,47
"7247",61,61
