"","id","autor","anio"
"1835",37,"ruvalcaba sil jose luis","2013"
"1836",37,"ruvalcaba sil jose luis","2013"
"1837",37,"ruvalcaba sil jose luis","2013"
"1838",37,"ruvalcaba sil jose luis","2014"
"1839",37,"ruvalcaba sil jose luis","2017"
"1840",37,"ruvalcaba sil jose luis","2016"
"1841",37,"ruvalcaba sil jose luis","2008"
"1842",37,"ruvalcaba sil jose luis","2012"
"1843",37,"ruvalcaba sil jose luis","2014"
"1844",37,"ruvalcaba sil jose luis","2016"
"1845",37,"ruvalcaba sil jose luis","2012"
"1846",37,"ruvalcaba sil jose luis","2015"
"1847",37,"ruvalcaba sil jose luis","2014"
"1848",37,"ruvalcaba sil jose luis","2016"
"1849",37,"ruvalcaba sil jose luis","2018"
"1850",37,"ruvalcaba sil jose luis","2014"
"1851",37,"ruvalcaba sil jose luis","2010"
"1852",37,"ruvalcaba sil jose luis","2016"
"1853",37,"ruvalcaba sil jose luis","2018"
"1854",37,"ruvalcaba sil jose luis","2015"
"1855",37,"ruvalcaba sil jose luis","2013"
"1856",37,"ruvalcaba sil jose luis","2018"
"1857",37,"ruvalcaba sil jose luis","2015"
"1858",37,"ruvalcaba sil jose luis","2017"
"1859",38,"medina velazquez luis alberto","2002"
"1860",38,"medina velazquez luis alberto","2013"
"1861",38,"medina velazquez luis alberto","2004"
"1862",38,"medina velazquez luis alberto","2006"
"1863",38,"medina velazquez luis alberto","2010"
"1864",38,"medina velazquez luis alberto","2007"
"1865",38,"medina velazquez luis alberto","2004"
"1866",38,"medina velazquez luis alberto","2008"
"1867",38,"medina velazquez luis alberto","2018"
"1868",38,"medina velazquez luis alberto","2012"
"1869",38,"medina velazquez luis alberto","2012"
"1870",38,"medina velazquez luis alberto","2017"
"1871",38,"medina velazquez luis alberto","2010"
"1872",38,"medina velazquez luis alberto","2014"
"1873",38,"medina velazquez luis alberto","2011"
"1874",38,"medina velazquez luis alberto","2011"
"1875",38,"medina velazquez luis alberto","2011"
"1876",38,"medina velazquez luis alberto","2014"
"1877",38,"medina velazquez luis alberto","2011"
"1878",38,"medina velazquez luis alberto","2016"
"1879",38,"medina velazquez luis alberto","2016"
"1880",38,"medina velazquez luis alberto","2018"
"1881",38,"medina velazquez luis alberto","2014"
"1882",38,"medina velazquez luis alberto","2012"
"1883",38,"medina velazquez luis alberto","2015"
"1884",38,"medina velazquez luis alberto","2015"
"1885",38,"medina velazquez luis alberto","2018"
"1886",38,"medina velazquez luis alberto","2016"
"1887",38,"medina velazquez luis alberto","2018"
"1888",38,"medina velazquez luis alberto","2012"
"1889",38,"medina velazquez luis alberto","2018"
"1890",38,"medina velazquez luis alberto","2017"
"1891",38,"medina velazquez luis alberto","2018"
"1892",38,"medina velazquez luis alberto","2018"
"1893",38,"medina velazquez luis alberto","2018"
"1894",38,"medina velazquez luis alberto","2017"
"1895",38,"medina velazquez luis alberto","2017"
"1896",39,"grabski varlen","2017"
"1897",39,"grabski varlen","2018"
"1898",39,"grabski varlen","2013"
"1899",39,"grabski varlen","2012"
"1900",39,"grabski varlen","2011"
"1901",39,"grabski varlen","2018"
"1902",39,"grabski varlen","2011"
"1903",39,"grabski varlen","2011"
"1904",39,"grabski varlen","2011"
"1905",39,"grabski varlen","2012"
"1906",39,"grabski varlen","2008"
"1907",39,"grabski varlen","2018"
"1908",39,"grabski varlen","2018"
"1909",39,"grabski varlen","2011"
"1910",39,"grabski varlen","2006"
"1911",39,"grabski varlen","2018"
"1912",39,"grabski varlen","2018"
"1913",39,"grabski varlen","2011"
"1914",39,"grabski varlen","2011"
"1915",39,"grabski varlen","2012"
"1916",39,"grabski varlen","2012"
"1917",39,"grabski varlen","2015"
"1918",39,"grabski varlen","2016"
"1919",39,"grabski varlen","2018"
"1920",39,"grabski varlen","2007"
"1921",39,"grabski varlen","2011"
"1922",39,"grabski varlen","2010"
"1923",39,"grabski varlen","2018"
"1924",39,"grabski varlen","2018"
"1925",39,"grabski varlen","2015"
"1926",39,"grabski varlen","2011"
"1927",39,"grabski varlen","2013"
"1928",39,"grabski varlen","2011"
"1929",39,"grabski varlen","2017"
"1930",39,"grabski varlen","2012"
"1931",39,"grabski varlen","2011"
"1932",39,"grabski varlen","2013"
"1933",39,"grabski varlen","2012"
"1934",39,"grabski varlen","2006"
"1935",39,"grabski varlen","2012"
"1936",39,"grabski varlen","2004"
"1937",39,"grabski varlen","2016"
"1938",39,"grabski varlen","2016"
"1939",39,"grabski varlen","2011"
"1940",39,"grabski varlen","2011"
"1941",39,"grabski varlen","2003"
"1942",39,"grabski varlen","2004"
"1943",39,"grabski varlen","2016"
"1944",39,"grabski varlen","2011"
"1945",39,"grabski varlen","2016"
"1946",39,"grabski varlen","2003"
"1947",39,"grabski varlen","2011"
"1948",39,"grabski varlen","2016"
"1949",39,"grabski varlen","2016"
"1950",39,"grabski varlen","2014"
"1951",39,"grabski varlen","2012"
"1952",39,"grabski varlen","2011"
"1953",39,"grabski varlen","2016"
"1954",39,"grabski varlen","2004"
"1955",39,"grabski varlen","2012"
"1956",39,"grabski varlen","2013"
"1957",39,"grabski varlen","2016"
"1958",39,"grabski varlen","2018"
"1959",39,"grabski varlen","2016"
"1960",39,"grabski varlen","2010"
"1961",39,"grabski varlen","2008"
"1962",39,"grabski varlen","2018"
"1963",39,"grabski varlen","2011"
"1964",39,"grabski varlen","2005"
"1965",39,"grabski varlen","2011"
"1966",39,"grabski varlen","2016"
"1967",39,"grabski varlen","2011"
"1968",39,"grabski varlen","2008"
"1969",39,"grabski varlen","2012"
"1970",39,"grabski varlen","2004"
"1971",39,"grabski varlen","2016"
"1972",39,"grabski varlen","2011"
"1973",39,"grabski varlen","2015"
"1974",39,"grabski varlen","2011"
"1975",39,"grabski varlen","2012"
"1976",39,"grabski varlen","2015"
"1977",39,"grabski varlen","2013"
"1978",39,"grabski varlen","2016"
"1979",39,"grabski varlen","2011"
"1980",39,"grabski varlen","2016"
"1981",39,"grabski varlen","2010"
"1982",39,"grabski varlen","2011"
"1983",39,"grabski varlen","2018"
"1984",39,"grabski varlen","2016"
"1985",39,"grabski varlen","2018"
"1986",39,"grabski varlen","2016"
"1987",39,"grabski varlen","2012"
"1988",39,"grabski varlen","2012"
"1989",39,"grabski varlen","2011"
"1990",39,"grabski varlen","2013"
"1991",39,"grabski varlen","2010"
"1992",39,"grabski varlen","2017"
"1993",39,"grabski varlen","2015"
"1994",39,"grabski varlen","2018"
"1995",39,"grabski varlen","2012"
"1996",39,"grabski varlen","2018"
"1997",39,"grabski varlen","2012"
"1998",39,"grabski varlen","2018"
"1999",39,"grabski varlen","2015"
"2000",39,"grabski varlen","2011"
"2001",39,"grabski varlen","2018"
"2002",39,"grabski varlen","2011"
"2003",39,"grabski varlen","2011"
"2004",39,"grabski varlen","2011"
"2005",39,"grabski varlen","2017"
"2006",39,"grabski varlen","2016"
"2007",39,"grabski varlen","2011"
"2008",39,"grabski varlen","2012"
"2009",39,"grabski varlen","2016"
"2010",39,"grabski varlen","2017"
"2011",39,"grabski varlen","2004"
"2012",39,"grabski varlen","2011"
"2013",39,"grabski varlen","2015"
"2014",39,"grabski varlen","2014"
"2015",39,"grabski varlen","2016"
"2016",39,"grabski varlen","2018"
"2017",39,"grabski varlen","2016"
"2018",39,"grabski varlen","2012"
"2019",39,"grabski varlen","2011"
"2020",39,"grabski varlen","2012"
"2021",39,"grabski varlen","2015"
"2022",39,"grabski varlen","2016"
"2023",39,"grabski varlen","2011"
"2024",39,"grabski varlen","2003"
"2025",39,"grabski varlen","2012"
"2026",39,"grabski varlen","2012"
"2027",39,"grabski varlen","2016"
"2028",39,"grabski varlen","2011"
"2029",39,"grabski varlen","2017"
"2030",39,"grabski varlen","2015"
"2031",39,"grabski varlen","2012"
"2032",39,"grabski varlen","2015"
"2033",39,"grabski varlen","2010"
"2034",39,"grabski varlen","2010"
"2035",39,"grabski varlen","2016"
"2036",39,"grabski varlen","2011"
"2037",39,"grabski varlen","2010"
"2038",39,"grabski varlen","2016"
"2039",39,"grabski varlen","2018"
"2040",39,"grabski varlen","2011"
"2041",39,"grabski varlen","2017"
"2042",39,"grabski varlen","2011"
"2043",39,"grabski varlen","2011"
"2044",39,"grabski varlen","2008"
"2045",39,"grabski varlen","2011"
"2046",39,"grabski varlen","2016"
"2047",39,"grabski varlen","2011"
"2048",39,"grabski varlen","2012"
"2049",39,"grabski varlen","2015"
"2050",39,"grabski varlen","2016"
"2051",39,"grabski varlen","2018"
"2052",39,"grabski varlen","2017"
"2053",39,"grabski varlen","2013"
"2054",39,"grabski varlen","2011"
"2055",39,"grabski varlen","2012"
"2056",39,"grabski varlen","2018"
"2057",39,"grabski varlen","2017"
"2058",39,"grabski varlen","2017"
"2059",39,"grabski varlen","2012"
"2060",39,"grabski varlen","2003"
"2061",39,"grabski varlen","2012"
"2062",39,"grabski varlen","2013"
"2063",39,"grabski varlen","2016"
"2064",39,"grabski varlen","2011"
"2065",39,"grabski varlen","2018"
"2066",39,"grabski varlen","2011"
"2067",39,"grabski varlen","2010"
"2068",39,"grabski varlen","2018"
"2069",39,"grabski varlen","2012"
"2070",39,"grabski varlen","2012"
"2071",39,"grabski varlen","2017"
"2072",39,"grabski varlen","2010"
"2073",39,"grabski varlen","2018"
"2074",39,"grabski varlen","2014"
"2075",39,"grabski varlen","2015"
"2076",39,"grabski varlen","2017"
"2077",39,"grabski varlen","2012"
"2078",39,"grabski varlen","2009"
"2079",39,"grabski varlen","2014"
"2080",39,"grabski varlen","2012"
"2081",39,"grabski varlen","2010"
"2082",39,"grabski varlen","2010"
"2083",39,"grabski varlen","2003"
"2084",39,"grabski varlen","2003"
"2085",39,"grabski varlen","2018"
"2086",39,"grabski varlen","2015"
"2087",39,"grabski varlen","2018"
"2088",39,"grabski varlen","2018"
"2089",39,"grabski varlen","2011"
"2090",39,"grabski varlen","2017"
"2091",39,"grabski varlen","2003"
"2092",39,"grabski varlen","2011"
"2093",39,"grabski varlen","2017"
"2094",39,"grabski varlen","2012"
"2095",39,"grabski varlen","2007"
"2096",39,"grabski varlen","2011"
"2097",39,"grabski varlen","2017"
"2098",39,"grabski varlen","2017"
"2099",39,"grabski varlen","2018"
"2100",39,"grabski varlen","2015"
"2101",39,"grabski varlen","2015"
"2102",39,"grabski varlen","2011"
"2103",39,"grabski varlen","2011"
"2104",39,"grabski varlen","2016"
"2105",39,"grabski varlen","2018"
"2106",39,"grabski varlen","2012"
"2107",39,"grabski varlen","2011"
"2108",39,"grabski varlen","2012"
"2109",39,"grabski varlen","2012"
"2110",39,"grabski varlen","2017"
"2111",39,"grabski varlen","2011"
"2112",39,"grabski varlen","2013"
"2113",39,"grabski varlen","2012"
"2114",39,"grabski varlen","2016"
"2115",39,"grabski varlen","2016"
"2116",39,"grabski varlen","2017"
"2117",39,"grabski varlen","2011"
"2118",39,"grabski varlen","2016"
"2119",39,"grabski varlen","2018"
"2120",39,"grabski varlen","2006"
"2121",39,"grabski varlen","2011"
"2122",39,"grabski varlen","2017"
"2123",39,"grabski varlen","2015"
"2124",39,"grabski varlen","2005"
"2125",39,"grabski varlen","2011"
"2126",39,"grabski varlen","2015"
"2127",39,"grabski varlen","2017"
"2128",39,"grabski varlen","2017"
"2129",39,"grabski varlen","2013"
"2130",39,"grabski varlen","2010"
"2131",39,"grabski varlen","2017"
"2132",39,"grabski varlen","2011"
"2133",39,"grabski varlen","2011"
"2134",39,"grabski varlen","2018"
"2135",39,"grabski varlen","2017"
"2136",39,"grabski varlen","2016"
"2137",39,"grabski varlen","2017"
"2138",39,"grabski varlen","2003"
"2139",39,"grabski varlen","2010"
"2140",39,"grabski varlen","2004"
"2141",39,"grabski varlen","2017"
"2142",39,"grabski varlen","2015"
"2143",39,"grabski varlen","2011"
"2144",39,"grabski varlen","2016"
"2145",39,"grabski varlen","2012"
"2146",39,"grabski varlen","2016"
"2147",39,"grabski varlen","2018"
"2148",39,"grabski varlen","2018"
"2149",39,"grabski varlen","2016"
"2150",39,"grabski varlen","2016"
"2151",39,"grabski varlen","2018"
"2152",39,"grabski varlen","2018"
"2153",39,"grabski varlen","2012"
"2154",39,"grabski varlen","2011"
"2155",39,"grabski varlen","2017"
"2156",39,"grabski varlen","2017"
"2157",39,"grabski varlen","2012"
"2158",39,"grabski varlen","2011"
"2159",39,"grabski varlen","2011"
"2160",39,"grabski varlen","2017"
"2161",39,"grabski varlen","2016"
"2162",39,"grabski varlen","2016"
"2163",39,"grabski varlen","2015"
"2164",39,"grabski varlen","2017"
"2165",39,"grabski varlen","2016"
"2166",39,"grabski varlen","2016"
"2167",39,"grabski varlen","2017"
"2168",39,"grabski varlen","2016"
"2169",39,"grabski varlen","2010"
"2170",39,"grabski varlen","2014"
"2171",39,"grabski varlen","2015"
"2172",39,"grabski varlen","2018"
"2173",39,"grabski varlen","2017"
"2174",40,"menchaca rocha arturo alejandro","2015"
"2175",40,"menchaca rocha arturo alejandro","2017"
"2176",40,"menchaca rocha arturo alejandro","2018"
"2177",40,"menchaca rocha arturo alejandro","2018"
"2178",40,"menchaca rocha arturo alejandro","2018"
"2179",40,"menchaca rocha arturo alejandro","2016"
"2180",40,"menchaca rocha arturo alejandro","2018"
"2181",40,"menchaca rocha arturo alejandro","2016"
"2182",40,"menchaca rocha arturo alejandro","2012"
"2183",40,"menchaca rocha arturo alejandro","2017"
"2184",40,"menchaca rocha arturo alejandro","2015"
"2185",40,"menchaca rocha arturo alejandro","2016"
"2186",40,"menchaca rocha arturo alejandro","1994"
"2187",40,"menchaca rocha arturo alejandro","2018"
"2188",40,"menchaca rocha arturo alejandro","2014"
"2189",40,"menchaca rocha arturo alejandro","2016"
"2190",40,"menchaca rocha arturo alejandro","1986"
"2191",40,"menchaca rocha arturo alejandro","1986"
"2192",40,"menchaca rocha arturo alejandro","2006"
"2193",40,"menchaca rocha arturo alejandro","2012"
"2194",40,"menchaca rocha arturo alejandro","1983"
"2195",40,"menchaca rocha arturo alejandro","2018"
"2196",40,"menchaca rocha arturo alejandro","1984"
"2197",40,"menchaca rocha arturo alejandro","1978"
"2198",40,"menchaca rocha arturo alejandro","2012"
"2199",40,"menchaca rocha arturo alejandro","2015"
"2200",40,"menchaca rocha arturo alejandro","2018"
"2201",40,"menchaca rocha arturo alejandro","2005"
"2202",40,"menchaca rocha arturo alejandro","2010"
"2203",40,"menchaca rocha arturo alejandro","2015"
"2204",40,"menchaca rocha arturo alejandro","2015"
"2205",40,"menchaca rocha arturo alejandro","2014"
"2206",40,"menchaca rocha arturo alejandro","2016"
"2207",40,"menchaca rocha arturo alejandro","1990"
"2208",40,"menchaca rocha arturo alejandro","2015"
"2209",40,"menchaca rocha arturo alejandro","1994"
"2210",40,"menchaca rocha arturo alejandro","2017"
"2211",40,"menchaca rocha arturo alejandro","2018"
"2212",40,"menchaca rocha arturo alejandro","2018"
"2213",40,"menchaca rocha arturo alejandro","2012"
"2214",40,"menchaca rocha arturo alejandro","2010"
"2215",40,"menchaca rocha arturo alejandro","2008"
"2216",40,"menchaca rocha arturo alejandro","2016"
"2217",40,"menchaca rocha arturo alejandro","2018"
"2218",40,"menchaca rocha arturo alejandro","2013"
"2219",40,"menchaca rocha arturo alejandro","2009"
"2220",40,"menchaca rocha arturo alejandro","1993"
"2221",40,"menchaca rocha arturo alejandro","2010"
"2222",40,"menchaca rocha arturo alejandro","2018"
"2223",40,"menchaca rocha arturo alejandro","2016"
"2224",40,"menchaca rocha arturo alejandro","2014"
"2225",40,"menchaca rocha arturo alejandro","1975"
"2226",40,"menchaca rocha arturo alejandro","2004"
"2227",40,"menchaca rocha arturo alejandro","2012"
"2228",40,"menchaca rocha arturo alejandro","2015"
"2229",40,"menchaca rocha arturo alejandro","2017"
"2230",40,"menchaca rocha arturo alejandro","2015"
"2231",40,"menchaca rocha arturo alejandro","2016"
"2232",40,"menchaca rocha arturo alejandro","2013"
"2233",40,"menchaca rocha arturo alejandro","2013"
"2234",40,"menchaca rocha arturo alejandro","2014"
"2235",40,"menchaca rocha arturo alejandro","2015"
"2236",40,"menchaca rocha arturo alejandro","2009"
"2237",40,"menchaca rocha arturo alejandro","2012"
"2238",40,"menchaca rocha arturo alejandro","2018"
"2239",40,"menchaca rocha arturo alejandro","1996"
"2240",40,"menchaca rocha arturo alejandro","2012"
"2241",40,"menchaca rocha arturo alejandro","1993"
"2242",40,"menchaca rocha arturo alejandro","2017"
"2243",40,"menchaca rocha arturo alejandro","2016"
"2244",40,"menchaca rocha arturo alejandro","2011"
"2245",40,"menchaca rocha arturo alejandro","2012"
"2246",40,"menchaca rocha arturo alejandro","1997"
"2247",40,"menchaca rocha arturo alejandro","1999"
"2248",40,"menchaca rocha arturo alejandro","2017"
"2249",40,"menchaca rocha arturo alejandro","2017"
"2250",40,"menchaca rocha arturo alejandro","2015"
"2251",40,"menchaca rocha arturo alejandro","2017"
"2252",40,"menchaca rocha arturo alejandro","1986"
"2253",40,"menchaca rocha arturo alejandro","2018"
"2254",40,"menchaca rocha arturo alejandro","2016"
"2255",40,"menchaca rocha arturo alejandro","2008"
"2256",40,"menchaca rocha arturo alejandro","2013"
"2257",40,"menchaca rocha arturo alejandro","2017"
"2258",40,"menchaca rocha arturo alejandro","1993"
"2259",40,"menchaca rocha arturo alejandro","2001"
"2260",40,"menchaca rocha arturo alejandro","1990"
"2261",40,"menchaca rocha arturo alejandro","1986"
"2262",40,"menchaca rocha arturo alejandro","2014"
"2263",40,"menchaca rocha arturo alejandro","2011"
"2264",40,"menchaca rocha arturo alejandro","2018"
"2265",40,"menchaca rocha arturo alejandro","1993"
"2266",40,"menchaca rocha arturo alejandro","2001"
"2267",40,"menchaca rocha arturo alejandro","2005"
"2268",40,"menchaca rocha arturo alejandro","1993"
"2269",40,"menchaca rocha arturo alejandro","2000"
"2270",40,"menchaca rocha arturo alejandro","2014"
"2271",40,"menchaca rocha arturo alejandro","2005"
"2272",40,"menchaca rocha arturo alejandro","2017"
"2273",40,"menchaca rocha arturo alejandro","2010"
"2274",40,"menchaca rocha arturo alejandro","2010"
"2275",40,"menchaca rocha arturo alejandro","2010"
"2276",40,"menchaca rocha arturo alejandro","2017"
"2277",40,"menchaca rocha arturo alejandro","2014"
"2278",40,"menchaca rocha arturo alejandro","1981"
"2279",40,"menchaca rocha arturo alejandro","2008"
"2280",40,"menchaca rocha arturo alejandro","2013"
"2281",40,"menchaca rocha arturo alejandro","2016"
"2282",40,"menchaca rocha arturo alejandro","2002"
"2283",40,"menchaca rocha arturo alejandro","2018"
"2284",40,"menchaca rocha arturo alejandro","2014"
"2285",40,"menchaca rocha arturo alejandro","1995"
"2286",40,"menchaca rocha arturo alejandro","2017"
"2287",40,"menchaca rocha arturo alejandro","2016"
"2288",40,"menchaca rocha arturo alejandro","2016"
"2289",40,"menchaca rocha arturo alejandro","2013"
"2290",40,"menchaca rocha arturo alejandro","2017"
"2291",40,"menchaca rocha arturo alejandro","2014"
"2292",40,"menchaca rocha arturo alejandro","2016"
"2293",40,"menchaca rocha arturo alejandro","2016"
"2294",40,"menchaca rocha arturo alejandro","2010"
"2295",40,"menchaca rocha arturo alejandro","2010"
"2296",40,"menchaca rocha arturo alejandro","2010"
"2297",40,"menchaca rocha arturo alejandro","2017"
"2298",40,"menchaca rocha arturo alejandro","2018"
"2299",40,"menchaca rocha arturo alejandro","2004"
"2300",40,"menchaca rocha arturo alejandro","2003"
"2301",40,"menchaca rocha arturo alejandro","2016"
"2302",40,"menchaca rocha arturo alejandro","2017"
"2303",40,"menchaca rocha arturo alejandro","2016"
"2304",40,"menchaca rocha arturo alejandro","2016"
"2305",40,"menchaca rocha arturo alejandro","2012"
"2306",40,"menchaca rocha arturo alejandro","2017"
"2307",40,"menchaca rocha arturo alejandro","2003"
"2308",40,"menchaca rocha arturo alejandro","2016"
"2309",40,"menchaca rocha arturo alejandro","2012"
"2310",40,"menchaca rocha arturo alejandro","2013"
"2311",40,"menchaca rocha arturo alejandro","2007"
"2312",40,"menchaca rocha arturo alejandro","1986"
"2313",40,"menchaca rocha arturo alejandro","2012"
"2314",40,"menchaca rocha arturo alejandro","2012"
"2315",40,"menchaca rocha arturo alejandro","2018"
"2316",40,"menchaca rocha arturo alejandro","2017"
"2317",40,"menchaca rocha arturo alejandro","2017"
"2318",40,"menchaca rocha arturo alejandro","2017"
"2319",40,"menchaca rocha arturo alejandro","1995"
"2320",40,"menchaca rocha arturo alejandro","2017"
"2321",40,"menchaca rocha arturo alejandro","2008"
"2322",40,"menchaca rocha arturo alejandro","2015"
"2323",40,"menchaca rocha arturo alejandro","2011"
"2324",40,"menchaca rocha arturo alejandro","2015"
"2325",40,"menchaca rocha arturo alejandro","1973"
"2326",40,"menchaca rocha arturo alejandro","1995"
"2327",40,"menchaca rocha arturo alejandro","2016"
"2328",40,"menchaca rocha arturo alejandro","2018"
"2329",40,"menchaca rocha arturo alejandro","2011"
"2330",40,"menchaca rocha arturo alejandro","2015"
"2331",40,"menchaca rocha arturo alejandro","2018"
"2332",40,"menchaca rocha arturo alejandro","2013"
"2333",40,"menchaca rocha arturo alejandro","2011"
"2334",40,"menchaca rocha arturo alejandro","2016"
"2335",40,"menchaca rocha arturo alejandro","2018"
"2336",40,"menchaca rocha arturo alejandro","1986"
"2337",40,"menchaca rocha arturo alejandro","2016"
"2338",40,"menchaca rocha arturo alejandro","2013"
"2339",40,"menchaca rocha arturo alejandro","2015"
"2340",40,"menchaca rocha arturo alejandro","2017"
"2341",40,"menchaca rocha arturo alejandro","2013"
"2342",40,"menchaca rocha arturo alejandro","2014"
"2343",40,"menchaca rocha arturo alejandro","2000"
"2344",40,"menchaca rocha arturo alejandro","2014"
"2345",40,"menchaca rocha arturo alejandro","2018"
"2346",40,"menchaca rocha arturo alejandro","2016"
"2347",40,"menchaca rocha arturo alejandro","2004"
"2348",40,"menchaca rocha arturo alejandro","1993"
"2349",40,"menchaca rocha arturo alejandro","2013"
"2350",40,"menchaca rocha arturo alejandro","2006"
"2351",40,"menchaca rocha arturo alejandro","1973"
"2352",40,"menchaca rocha arturo alejandro","2016"
"2353",40,"menchaca rocha arturo alejandro","1995"
"2354",40,"menchaca rocha arturo alejandro","2016"
"2355",40,"menchaca rocha arturo alejandro","2014"
"2356",40,"menchaca rocha arturo alejandro","2010"
"2357",40,"menchaca rocha arturo alejandro","2003"
"2358",40,"menchaca rocha arturo alejandro","1983"
"2359",40,"menchaca rocha arturo alejandro","2006"
"2360",40,"menchaca rocha arturo alejandro","2014"
"2361",40,"menchaca rocha arturo alejandro","2013"
"2362",40,"menchaca rocha arturo alejandro","2018"
"2363",40,"menchaca rocha arturo alejandro","2015"
"2364",40,"menchaca rocha arturo alejandro","2011"
"2365",40,"menchaca rocha arturo alejandro","2012"
"2366",40,"menchaca rocha arturo alejandro","2011"
"2367",40,"menchaca rocha arturo alejandro","2010"
"2368",40,"menchaca rocha arturo alejandro","2017"
"2369",40,"menchaca rocha arturo alejandro","1993"
"2370",40,"menchaca rocha arturo alejandro","2014"
"2371",40,"menchaca rocha arturo alejandro","1997"
"2372",40,"menchaca rocha arturo alejandro","1997"
"2373",40,"menchaca rocha arturo alejandro","2013"
"2374",40,"menchaca rocha arturo alejandro","2002"
"2375",40,"menchaca rocha arturo alejandro","2016"
"2376",40,"menchaca rocha arturo alejandro","2015"
"2377",40,"menchaca rocha arturo alejandro","2014"
"2378",40,"menchaca rocha arturo alejandro","2018"
"2379",40,"menchaca rocha arturo alejandro","2014"
"2380",40,"menchaca rocha arturo alejandro","2013"
"2381",40,"menchaca rocha arturo alejandro","2014"
"2382",40,"menchaca rocha arturo alejandro","2016"
"2383",40,"menchaca rocha arturo alejandro","1976"
"2384",40,"menchaca rocha arturo alejandro","2014"
"2385",40,"menchaca rocha arturo alejandro","2004"
"2386",40,"menchaca rocha arturo alejandro","2014"
"2387",40,"menchaca rocha arturo alejandro","1992"
"2388",40,"menchaca rocha arturo alejandro","1993"
"2389",40,"menchaca rocha arturo alejandro","2014"
"2390",40,"menchaca rocha arturo alejandro","2018"
"2391",40,"menchaca rocha arturo alejandro","1994"
"2392",40,"menchaca rocha arturo alejandro","2011"
"2393",40,"menchaca rocha arturo alejandro","2008"
"2394",40,"menchaca rocha arturo alejandro","2016"
"2395",40,"menchaca rocha arturo alejandro","2015"
"2396",40,"menchaca rocha arturo alejandro","1997"
"2397",40,"menchaca rocha arturo alejandro","2014"
"2398",40,"menchaca rocha arturo alejandro","2017"
"2399",40,"menchaca rocha arturo alejandro","1995"
"2400",40,"menchaca rocha arturo alejandro","2012"
"2401",40,"menchaca rocha arturo alejandro","2014"
"2402",40,"menchaca rocha arturo alejandro","2018"
"2403",40,"menchaca rocha arturo alejandro","2017"
"2404",40,"menchaca rocha arturo alejandro","2014"
"2405",40,"menchaca rocha arturo alejandro","1981"
"2406",40,"menchaca rocha arturo alejandro","2005"
"2407",40,"menchaca rocha arturo alejandro","2017"
"2408",40,"menchaca rocha arturo alejandro","2012"
"2409",40,"menchaca rocha arturo alejandro","2013"
"2410",40,"menchaca rocha arturo alejandro","2016"
"2411",40,"menchaca rocha arturo alejandro","2013"
"2412",40,"menchaca rocha arturo alejandro","1979"
"2413",40,"menchaca rocha arturo alejandro","2011"
"2414",40,"menchaca rocha arturo alejandro","2013"
"2415",40,"menchaca rocha arturo alejandro","2015"
"2416",40,"menchaca rocha arturo alejandro","2016"
"2417",40,"menchaca rocha arturo alejandro","2018"
"2418",40,"menchaca rocha arturo alejandro","2015"
"2419",40,"menchaca rocha arturo alejandro","2015"
"2420",40,"menchaca rocha arturo alejandro","1980"
"2421",40,"menchaca rocha arturo alejandro","2015"
"2422",40,"menchaca rocha arturo alejandro","2017"
"2423",40,"menchaca rocha arturo alejandro","2012"
"2424",40,"menchaca rocha arturo alejandro","1983"
"2425",40,"menchaca rocha arturo alejandro","2013"
"2426",40,"menchaca rocha arturo alejandro","2016"
"2427",40,"menchaca rocha arturo alejandro","2013"
"2428",40,"menchaca rocha arturo alejandro","2012"
"2429",40,"menchaca rocha arturo alejandro","2013"
"2430",40,"menchaca rocha arturo alejandro","2018"
"2431",40,"menchaca rocha arturo alejandro","2003"
"2432",40,"menchaca rocha arturo alejandro","2015"
"2433",40,"menchaca rocha arturo alejandro","1991"
"2434",40,"menchaca rocha arturo alejandro","2016"
"2435",40,"menchaca rocha arturo alejandro","2014"
"2436",40,"menchaca rocha arturo alejandro","2017"
"2437",40,"menchaca rocha arturo alejandro","1982"
"2438",40,"menchaca rocha arturo alejandro","1987"
"2439",40,"menchaca rocha arturo alejandro","1999"
"2440",40,"menchaca rocha arturo alejandro","2018"
"2441",40,"menchaca rocha arturo alejandro","2016"
"2442",40,"menchaca rocha arturo alejandro","2014"
"2443",40,"menchaca rocha arturo alejandro","2013"
"2444",40,"menchaca rocha arturo alejandro","1992"
"2445",40,"menchaca rocha arturo alejandro","2012"
"2446",40,"menchaca rocha arturo alejandro","2010"
"2447",40,"menchaca rocha arturo alejandro","2013"
"2448",40,"menchaca rocha arturo alejandro","2005"
"2449",40,"menchaca rocha arturo alejandro","2014"
"2450",40,"menchaca rocha arturo alejandro","2014"
"2451",40,"menchaca rocha arturo alejandro","2017"
"2452",40,"menchaca rocha arturo alejandro","2013"
"2453",40,"menchaca rocha arturo alejandro","2012"
"2454",40,"menchaca rocha arturo alejandro","2014"
"2455",40,"menchaca rocha arturo alejandro","2015"
"2456",40,"menchaca rocha arturo alejandro","1976"
"2457",40,"menchaca rocha arturo alejandro","2001"
"2458",40,"menchaca rocha arturo alejandro","2016"
"2459",40,"menchaca rocha arturo alejandro","1979"
"2460",40,"menchaca rocha arturo alejandro","2018"
"2461",40,"menchaca rocha arturo alejandro","2014"
"2462",40,"menchaca rocha arturo alejandro","2013"
